job_title,job_role,company,job_location,job_summary,post_date,today,job_salary,job_url
Data Engineer- Mumbai,Data Engineer,Cogoport,"Mumbai, Maharashtra","Develop, construct, test and maintain architectures by aligning with the business requirements. Data acquisition from multiple sources. Develop data set processes. Identify ways to improve data reliability, efficiency and quality. Deploy sophisticated analytics programs, machine learning and statistical methods. Prepare data for predictive and prescriptive modeling. Find hidden patterns using data. Deliver updates to stakeholders based on analytics",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=43f6fe6702c4aa19&fccid=e0ee83e44c46b40f&vjs=3
Data Engineer,Data Engineer,CerebrumX Labs Pvt. Ltd.,"Gurgaon, Haryana","Create and maintain optimal data pipeline architecture,.Assemble large, complex data sets that meet functional / non-functional business requirements..Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc..Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS ‘big data’ technologies..Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics..Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs..Keep our data separated and secure across national boundaries through multiple data centers and AWS regions..Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader..Work with data and analytics experts to strive for greater functionality in our data systems.",Posted 18 days ago,2023-03-08,"From ₹8,00,000 a year",https://in.indeed.com/company/CerebrumX-Labs-Pvt.-Ltd./jobs/Data-Engineer-27054c1222e7bceb?fccid=0da8358d033533a2&vjs=3
Data Engineer,Data Engineer,Think201,"Bengaluru, Karnataka","Working with clients to understand their needs: understanding their current processes and pain points and identifying which of these can be addressed through automating and streamlining data flows..Wrangling/cleaning government or client data, with an eye toward automation: from extracting data from SQL databases and making API calls to scraping websites and cleaning survey data..Creating and maintaining optimal data pipeline architecture..Working with analytical tools to provide actionable data insights to decision-makers..Working with other team members to test and deploy these solutions..Providing mentorship and guidance to junior team members.",Posted 30+ days ago,2023-03-08,"₹4,00,000 - ₹6,00,000 a year",https://in.indeed.com/company/Think201/jobs/Data-Engineer-ab84094e22887268?fccid=163d3b46150d52a2&vjs=3
Data Engineer,Data Engineer,PharmaACE,"Pune, Maharashtra","Acquiring datasets that align with business needs..Developing algorithms to transform data into useful, actionable information using SQL and ETL pipelines and stored procedures..Building, testing, and maintaining database pipeline architectures..Performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement..Manipulating, processing, and extracting value from large, disconnected datasets..Supporting and working with cross-functional teams in a dynamic environment.",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=ac4d9e503a9fab80&fccid=ebdb3ec517b08da0&vjs=3
Data Engineer - GCP,Data Engineer,Cognizant,"Pune, Maharashtra","Data Engineer (GCP): .Develop and Creation of architecture with GCP utilizing network , Various storage , various Virtual server operating systems like Windows server , Linux , Ubuntu etc , virtualization . Configure autoscaling and load balancer. Configure Extract, transform and load (ETL) processes and the creation of applications that can connect to remote APIs. Preferably including streaming data into environments such as BigQuery. Hands-on experience in PySpark is a must..Manage of multiple processes and applications, performance reporting and error checking..Perform python and java coding . Build robust pipelines and data environments to support database or machine learning based applications... Employee Status : Full Time Employee. Shift : Day Job. Travel : No. Job Posting : Mar 01 2023... About Cognizant. Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 185 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @Cognizant.",Posted 6 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=cd6b27e167b67a6b&fccid=2df6a1e69a70a1e7&vjs=3
Data Engineer,Data Engineer,Fluid.Live Solutions Pvt Ltd,"Pune, Maharashtra","Your home location should be Pune (Maharashtra, India) – City limits (Strictly).Work from office/home (Pune, MH)",Posted 28 days ago,2023-03-08,"₹10,00,000 - ₹20,00,000 a year",https://in.indeed.com/company/Fluid.Live-Solutions-Pvt-Ltd/jobs/Data-Engineer-50ef69aee8598a02?fccid=bc930420d3fe14dd&vjs=3
Data Engineer,Data Engineer,IdealCrew,"Pune, Maharashtra","Role: Data Engineer (a Data developer with experience in Python). Years of Experience: 3-10 years. Sal-15 LPA – 33LPA. Skill Sets – Python , SQL Server and Azure. Work within Program:. Develop high-performance ETL pipelines on large datasets in the Azure cloud leveraging Databricks+Python as the BigData platform.. Required Skills. 50% of work: Solid Python development skills is important. Knowledge and experience in Python for data manipulation or back-end API or framework development (NOT applications development unless a person with app development skills is OK and would like to work as a data engineer). 25% of work: Database Developer with strong knowledge of relational DB concepts and SQL on any relational DB. 25% of work: Experience with any ETL framework/tool although SSIS preferred. Required but we can provide training and they can learn if lacking the experience in these areas. API Development in Python. Azure Data Factory (ADF). SPARK, Databricks. Nice-to-have. Collaborative Agile experience. CI/CD skills .General Traits. Excellent Analytical & Communication Skills",Posted 21 days ago,2023-03-08,"₹15,00,000 - ₹33,00,000 a year",https://in.indeed.com/rc/clk?jk=61b242521110a878&fccid=1ba5f95073d12246&vjs=3
Data Engineer- Mumbai,Data Engineer,Cogoport,"Mumbai, Maharashtra","Develop, construct, test and maintain architectures by aligning with the business requirements. Data acquisition from multiple sources. Develop data set processes. Identify ways to improve data reliability, efficiency and quality. Deploy sophisticated analytics programs, machine learning and statistical methods. Prepare data for predictive and prescriptive modeling. Find hidden patterns using data. Deliver updates to stakeholders based on analytics",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=43f6fe6702c4aa19&fccid=e0ee83e44c46b40f&vjs=3
Lead Data Engineer (Immediate Joiners preferred),Data Engineer,DataGrokr,"Bengaluru, Karnataka","You will work on enterprise data platforms, architect and implement data lakes both on-prem and in the cloud..You will be responsible for design and implementation of data solutions using a variety of big data technologies. You will work extensively on all major public cloud platforms - AWS, Azure and GCP..You will work on all aspects of Data Engineering across all stages of the data life cycle..You will work with extremely talented peers and follow modern engineering practices using agile methodologies..You will work with global clients and gain client handling experience.",Posted 30+ days ago,2023-03-08,"₹10,00,000 - ₹20,00,000 a year",https://in.indeed.com/company/DataGrokr/jobs/Lead-Data-Engineer-d366ad8aedf73213?fccid=cc9ff3f99103ed0b&vjs=3
"SQL Data Engineer (Python,Redshift)",Data Engineer,Veegasree,"Chennai, Tamil Nadu","2-5 years of experience as SQL Developer/Programmer.Expertise in ETL Process.Good Knowledge on SSIS Packages.Good Knowledge on Python.Proven experience as a Data Engineer.Create database objects such as tables, views, stored procedures, Triggers, Functions etc..Good in performance tuning especially tuning complex queries, procedure and indexing strategies..Write code for new development requirements as well as provide bug fixing, support and maintenance of existing code..Excellent communication, presentation skills and people Interactions within own team or department at operational level",Posted 12 days ago,2023-03-08,"Up to ₹70,000 a month",https://in.indeed.com/company/veegasree/jobs/SQL-Data-Engineer-bf042670cf7677fe?fccid=52d45b182f76295e&vjs=3
Data Engineer,Data Engineer,corioliscontinuum,Remote,Day shift,Posted 18 days ago,2023-03-08,"Up to ₹18,00,000 a year",https://in.indeed.com/company/corioliscontinuum/jobs/Data-Engineer-3d9000ebbb30f28f?fccid=53b1f04fad3839cf&vjs=3
Business Intelligence & Data Engineer,Data Engineer,PBI Analytics,"Mumbai, Maharashtra",Work from home,Posted 30+ days ago,2023-03-08,"₹1,20,000 - ₹3,50,000 a year",https://in.indeed.com/company/PBI-Analytics/jobs/Business-Intelligence-Data-Engineer-f699d2bf1bb91c62?fccid=d4aa60902c812037&vjs=3
Sr. Data Engineer,Data Engineer,Lifesight LLC,"Bengaluru, Karnataka",Flexible schedule.Food provided.Health insurance.Leave encashment.Paid sick time.Paid time off.Provident Fund,Posted 1 day ago,2023-03-08,"₹20,00,000 - ₹40,00,000 a year",https://in.indeed.com/company/Lifesight/jobs/Senior-Data-Engineer-4283a3813b03c42a?fccid=407b9c1148c53091&vjs=3
Data Engineer,Data Engineer,Hewlett Packard Enterprise,"Bengaluru, Karnataka","Master the Ezmeral Data Fabric and Container Platform, including MapR-FS, MapR-DB Binary and JSON Tables, MapR-Streams, Kubernetes and Eco-System products and maintain proficiency and currency as the technology evolves and advances.. Achieve and maintain proficiency with cluster and framework sizing, installation, debugging, performance optimization, migration, security and automation.. Achieve proficiency with MapR DB Binary and Json Tables sizing, performance tuning and multi-master replication.. Achieve proficiency with MapR Event Stream sizing, performance tuning and multi-master replication.. Ensure the on-time delivery and quality of Professional Service engagements.. Be a technical voice to customers and community via blogs, User Groups (UG’s) and participation at leading industry conferences.. Stay current in best practices, tools, and applications used in the delivery of professional service engagements.",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=dd5749c81f38fc0a&fccid=216eb700022de6f6&vjs=3
Azure Data Engineer,Data Engineer,EMR Group,"Noida, Uttar Pradesh","Design and develop solutions, contribute to roadmaps of Big",Posted 11 days ago,2023-03-08,"From ₹20,00,000 a year",https://in.indeed.com/company/EMR-GROUP/jobs/Azure-Data-Engineer-f543673b3fa14d5c?fccid=6535eed4f3c2f4c4&vjs=3
Data Engineer,Data Engineer,Recbots,"Bengaluru, Karnataka","Experinece in Python, Kafka, Docker..Excellent in at least one programming language: Python, R.Work closely with Framework tool like SQL,NoSQL.Hands-on experience Test Automation",Posted 19 days ago,2023-03-08,"₹10,00,000 - ₹15,00,000 a year",https://in.indeed.com/company/Recbots/jobs/Data-Engineer-c673d950c8ec4e29?fccid=410ed023d47a516d&vjs=3
Data Engineer,Data Engineer,Think201,"Bengaluru, Karnataka","Working with clients to understand their needs: understanding their current processes and pain points and identifying which of these can be addressed through automating and streamlining data flows..Wrangling/cleaning government or client data, with an eye toward automation: from extracting data from SQL databases and making API calls to scraping websites and cleaning survey data..Creating and maintaining optimal data pipeline architecture..Working with analytical tools to provide actionable data insights to decision-makers..Working with other team members to test and deploy these solutions..Providing mentorship and guidance to junior team members.",Posted 30+ days ago,2023-03-08,"₹4,00,000 - ₹6,00,000 a year",https://in.indeed.com/company/Think201/jobs/Data-Engineer-ab84094e22887268?fccid=163d3b46150d52a2&vjs=3
Engineer - Data Analyst,Data Engineer,AstraZeneca,"Chennai, Tamil Nadu","Work with business & IT partners to understand the business and data requirements.. Acquire data from primary or secondary data sources and perform data profiling.. Interpret data, analyze results and provide quick data analysis.. Identify, analyze, and interpret trends or patterns in complex datasets.. Build bus matrices, proof of concepts, source mapping document and raw source data model.. Identify and report data quality issues.. Support the data modelers and information architects with required information and analysis.",Posted 5 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=c5c07e1436d8a782&fccid=003656df63cede32&vjs=3
